[2026-08-01T17:07:13.721348+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="wow"
[2026-08-04T02:16:55.045744+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:16:55.794988+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:16:56.247547+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:16:56.750131+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (2)"
[2026-08-04T02:16:57.546355+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:16:58.345688+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:16:58.854854+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:16:59.013864+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (2)"
[2026-08-04T02:17:00.256701+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:00.476974+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:17:01.496624+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:01.523338+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (2)"
[2026-08-04T02:17:02.744816+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:02.918213+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (2)"
[2026-08-04T02:17:04.029084+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:04.267075+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:17:05.695422+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:06.653994+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:07.291867+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8& (2)"
[2026-08-04T02:17:09.566017+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:17:10.026254+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:10.643921+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (2)"
[2026-08-04T02:17:12.037818+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:12.132576+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (2)"
[2026-08-04T02:17:13.528801+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:13.650844+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (2)"
[2026-08-04T02:17:14.854593+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="https://cdn.discordapp.com/attachments/1532936635682000996/1534021892246077511/image0.gif?ex=6a729cb7&is=6a714b37&hm=a9f521908fbd35194cda5f6bb4071dd5e049fb819728bc1aabad7f41bc2c9da8&"
[2026-08-04T02:17:15.463938+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (2)"
[2026-08-04T02:17:17.118634+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="spam 1000000 https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:17.257150+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Background spam task started across 1 target(s).`"
[2026-08-04T02:17:17.305895+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:17.312572+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup (6)"
[2026-08-04T02:17:25.838698+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:26.356805+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:17:26.566807+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:27.099868+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:17:27.314161+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:27.845050+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:17:32.213237+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:32.850059+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:17:33.445586+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:33.498633+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="stop"
[2026-08-04T02:17:33.596346+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="shutup"
[2026-08-04T02:17:33.613668+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Halted 2 active task(s).`"
[2026-08-04T02:17:35.413618+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="spam 1000 https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:35.622705+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:35.832229+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Background spam task started across 1 target(s).`"
[2026-08-04T02:17:36.369296+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7 (4)"
[2026-08-04T02:17:39.561540+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="?purge bots 100"
[2026-08-04T02:17:39.880228+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7 (8)"
[2026-08-04T02:17:47.974709+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="?purge bots 100"
[2026-08-04T02:17:49.892344+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7 (8)"
[2026-08-04T02:17:56.153722+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="fiaguhop137" (1342173566828810271) | Content="stop"
[2026-08-04T02:17:56.243928+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="https://klipy.com/gifs/absolute-cinema-absolute-cinema-meme-7"
[2026-08-04T02:17:56.250778+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Halted 1 active task(s).`"
[2026-08-04T02:18:01.604443+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="?purge bots 100"
[2026-08-04T02:18:02.563718+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="?purge bots 1000000"
[2026-08-04T02:18:03.202559+00:00] Guild="Yap" | Channel="#everyone" | User="Dyno#3861" (155149108183695360) | Content=""
[2026-08-04T02:18:06.083641+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="?purge bots 100"
[2026-08-04T02:18:08.320692+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="?purge bots 100"
[2026-08-04T02:18:08.952973+00:00] Guild="Yap" | Channel="#everyone" | User="Dyno#3861" (155149108183695360) | Content=""
[2026-08-04T02:18:11.242827+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="?purge bots"
[2026-08-04T02:18:11.401799+00:00] Guild="Yap" | Channel="#everyone" | User="Dyno#3861" (155149108183695360) | Content=""
[2026-08-04T02:18:18.537899+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="?purge bots all"
[2026-08-04T02:18:28.444083+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="goddamit"
[2026-08-04T02:18:37.074401+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="?purge bots all"
[2026-08-04T02:18:44.043242+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="echo hi"
[2026-08-04T02:18:44.309856+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="hi"
[2026-08-04T02:18:44.451664+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Success] Echoed message to 1 target`"
[2026-08-04T02:18:49.420304+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="spam 5 hi"
[2026-08-04T02:18:49.535354+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Success] Initiated background spam task #3 across 1 target.`"
[2026-08-04T02:18:49.577786+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="hi (5)"
[2026-08-04T02:18:54.428879+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="spam 5 hi"
[2026-08-04T02:18:54.584826+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="hi"
[2026-08-04T02:18:55.583584+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Success] Initiated background spam task #4 across 1 target.`"
[2026-08-04T02:18:55.777171+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="hi (4)"
[2026-08-04T02:19:02.840044+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="tasks"
[2026-08-04T02:19:03.052550+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
[Warning] No active background tasks found
```"
[2026-08-04T02:19:09.661106+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="tasks"
[2026-08-04T02:19:09.799717+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
[Warning] No active background tasks found
```"
[2026-08-04T02:19:11.358775+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="?purge bots 100"
[2026-08-04T02:19:28.826283+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="spam 5 hi"
[2026-08-04T02:19:29.144727+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Success] Initiated background spam task #5 across 1 target.`"
[2026-08-04T02:19:29.144828+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="hi (2)"
[2026-08-04T02:19:30.642940+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="taks"
[2026-08-04T02:19:31.811974+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="hi"
[2026-08-04T02:19:32.871891+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="tasks"
[2026-08-04T02:19:32.991382+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
= Active Background Tasks
 - 5: Spaming hi 5 times. Started at 02:19:28
```"
[2026-08-04T02:19:33.060160+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="hi (2)"
[2026-08-04T02:22:52.871430+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Circle two aquired"
[2026-08-04T02:23:08.206655+00:00] Guild="Yap" | Channel="#everyone" | User="fiaguhop137" (1342173566828810271) | Content="whatcha making"
[2026-08-04T02:23:51.024517+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="Cosplay"
[2026-08-04T02:25:07.381137+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="HHELP-"
[2026-08-04T02:25:08.793540+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="THE"
[2026-08-04T02:25:12.485822+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="IM SOBBHIM"
